Categoria	Conteúdo a 09 de Março de 2014 às 12.50	Tamanho	Disco
OsMeusFilmesHD	Transformers Dark of the Moon (2011)	6968028	DISC06
OsMeusFilmesHD	Transformers Revenge of the Fallen (2009)	8383660	DISC03
OsMeusFilmesHD	Transit (2012)	4603804	DISC06
OsMeusFilmesHD	Trasgredire (2000)	5731340	DISC06
OsMeusFilmesHD	Treasure Island (2012)	8061676	DISC06
OsMeusFilmesHD	TrollHunter (2011)	4614436	DISC06
OsMeusFilmesHD	TRON Legacy (2011)	13731660	DISC04
OsMeusFilmesHD	Trouble with the Curve (2012)	4675012	DISC06
OsMeusFilmesHD	True Grit (1969)	6930740	DISC06
OsMeusFilmesHD	Trust (2011)	4627624	DISC02
OsMeusFilmesHD	Twelve (2010)	4598904	DISC03
OsMeusFilmesHD	Underworld Rise of the Lycans (2009)	4609840	DISC03
OsMeusFilmesHD	Unstoppable (2010)	6336328	DISC04
OsMeusFilmesHD	Upstream Color (2013)	4597036	DISC06
OsMeusFilmesHD	WALL·E (2008)	4624480	DISC03
OsMeusFilmesHD	Wall Street (1988)	3071108	DISC06
OsMeusFilmesHD	Wall Street Money Never Sleeps (2010)	6921744	DISC01
OsMeusFilmesHD	Warm Bodies (2013)	4676900	DISC06
OsMeusFilmesHD	Waterworld (1995)	10635264	DISC03
OsMeusFilmesHD	White House Down 2013 720p BluRay DTS x264-SilverTorrentHD	4588152	DISC06
OsMeusFilmesHD	Winter in Wartime (2008)	4595932	DISC01
OsMeusFilmesHD	Winter`s Bone (2011)	4602736	DISC06
OsMeusFilmesHD	Womb (2011)	4615420	DISC06
OsMeusFilmesHD	World War Z (2013)	5820528	DISC06
OsMeusFilmesHD	Wyvern (2009)	4602124	DISC06
OsMeusFilmesHD	X-Men Origins Wolverine (2009)	9753500	DISC03
OsMeusFilmesHD	xXx (2002)	6860240	DISC01
OsMeusFilmesHD	xXx State of the Union (2005)	4609720	DISC01
OsMeusFilmesHD	Yes Man (2008)	4623512	DISC03
OsMeusFilmesHD	Yogi Bear (2011)	5000676	DISC04
OsMeusFilmesHD	You Again (2010)	5758960	DISC06
OsMeusFilmesHD	You Got Served Beat the World (2011)	4596684	DISC01
OsMeusFilmesHD	Zambezia (2013)	4640704	DISC06
OsMeusFilmesHD	Zookeeper (2011)	4619080	DISC06
OsMeusFilmes	Headhunters (2011)	748620	DISC06
OsMeusFilmes	Headspace (2005)	726592	DISC02
OsMeusFilmes	Heat (1996)	1145784	DISC02
OsMeusFilmes	Heavenly Creatures (1994)	1110688	DISC02
OsMeusFilmes	Herbie Fully Loaded (2005)	728000	DISC02
OsMeusFilmes	Hereafter (2011)	1457656	DISC02
OsMeusFilmes	Hide and Seek (2005)	3800332	DISC01
OsMeusFilmes	High Roller The Stu Ungar Story (2003)	816960	DISC01
OsMeusFilmes	Hitman (2007)	2124176	DISC01
OsMeusFilmes	Hole in One (2010)	2058420	DISC03
OsMeusFilmes	Hollywood Homicide (2003)	2273072	DISC01
OsMeusFilmes	Homeland Security (2009)	741780	DISC01
OsMeusFilmes	Hooking Up (2009)	731632	DISC02
OsMeusFilmes	Hotel for Dogs (2009)	728356	DISC01
OsMeusFilmes	Hotel Rwanda (2005)	726224	DISC01
OsMeusFilmes	Hot Fuzz (2007)	842284	DISC02
OsMeusFilmes	Hot Rod (2007)	727676	DISC03
OsMeusFilmes	Hot Tub Time Machine (2010)	1448028	DISC02
OsMeusFilmes	House of the Rising Sun (2011)	857432	DISC01
OsMeusFilmes	How to Lose Friends & Alienate People (2009)	732348	DISC01
OsMeusFilmes	I Am Legend (2007)	4479460	DISC01
OsMeusFilmes	I Could Never Be Your Woman (2007)	627912	DISC02
OsMeusFilmes	Idiocracy (2007)	737324	DISC03
OsMeusFilmes	If Only (2004)	724588	DISC02
OsMeusFilmes	I Know Who Killed Me (2007)	726564	DISC03
OsMeusFilmes	Impact Point (2008)	2814140	DISC01
OsMeusFilmes	In Bruges (2008)	3896296	DISC01
OsMeusFilmes	Incendiary (2009)	731724	DISC01
OsMeusFilmes	Infamous (2006)	824528	DISC02
OsMeusFilmesInfantis	101 Dalmatas 2	708132	DISC01
OsMeusFilmesInfantis	101 Dalmatas	721588	DISC01
OsMeusFilmesInfantis	102 Dálmatas	1585028	DISC02
OsMeusFilmesInfantis	A Arca De Noe	718564	DISC01
OsMeusFilmesInfantis	A Bandeira Dos Piratas	724948	DISC01
OsMeusFilmesInfantis	A Bela e o Monstro	7223452	DISC01
OsMeusFilmesInfantis	Abelha Maia DVD1	919488	DISC01
OsMeusFilmesInfantis	Abelha Maia DVD2	917180	DISC01
OsMeusFilmesInfantis	Abelha Maia DVD3	917440	DISC01
OsMeusFilmesInfantis	Abelha Maia DVD4	927796	DISC01
OsMeusFilmesInfantis	Abelha Maia DVD6	928308	DISC01
OsMeusFilmesInfantis	A casa do Mickey Mouse	512832	DISC01
OsMeusFilmesInfantis	A casa do Mickey Mouse - Historia com Surpresa	630684	DISC01
OsMeusFilmesInfantis	A Dama e o Vagabundo	5842576	DISC01
OsMeusFilmesInfantis	A Idade do Gelo	1239776	DISC01
OsMeusFilmesInfantis	A Idade do Gelo 3	1343912	DISC01
OsMeusFilmesInfantis	A Idade do Gelo II	1341972	DISC01
OsMeusFilmesInfantis	Air Buddies	936552	DISC01
OsMeusFilmesInfantis	A Lenda de Despereaux	718256	DISC01
OsMeusFilmesInfantis	A Lenda do Conto de Natal	718316	DISC01
OsMeusFilmesInfantis	Alice no País das Maravilhas	719284	DISC01
OsMeusFilmesInfantis	Alvin e os Esquilos 2	1271164	DISC01
OsMeusFilmesInfantis	Alvin e os Esquilos	4410496	DISC01
OsMeusFilmesInfantis	Ana dos Cabelos Ruivos	10260460	DISC01
OsMeusFilmesInfantis	Antz	4484560	DISC01
OsMeusFilmesInfantis	A Pequena Sereia	718888	DISC01
OsMeusFilmesInfantis	A Princesa e o Sapo	1130904	DISC01
OsMeusFilmesInfantis	As Aventuras de Babar	1094416	DISC01
OsMeusFilmesInfantis	As Aventuras dos Ursinhos Carinhosos	741152	DISC01
OsMeusFilmesInfantis	As Novas Aventuras de Lucky Luke - 2001	7853348	DISC02
OsMeusFilmesInfantis	Atlantida 2 Regresso do Milo	4466336	DISC01
OsMeusFilmesInfantis	Atlântida	1509304	DISC01
OsMeusFilmesInfantis	Babe	4514916	DISC01
OsMeusFilmesInfantis	Balburdia na Quinta	4569136	DISC01
OsMeusFilmesInfantis	Bambi	1435404	DISC01
OsMeusFilmesInfantis	Bambi 2	718640	DISC01
OsMeusFilmesInfantis	Bana e Flapi	4642028	DISC01
OsMeusFilmesInfantis	Barbie Apresenta Polegarzinha	720916	DISC01
OsMeusFilmesInfantis	Barbie a Princesa e a Pop Star	502068	DISC01
OsMeusFilmesInfantis	Barbie Butterfly A Nova Aventura Em Fairytopia	664300	DISC01
OsMeusFilmesInfantis	Barbie Cantico de Natal	721408	DISC01
OsMeusFilmesInfantis	Barbie - Diario da Barbie	720856	DISC01
OsMeusFilmesInfantis	Barbie e as Tres Mosqueteiras	4478524	DISC01
OsMeusFilmesInfantis	Barbie Em A Princesa Da Ilha	554528	DISC01
OsMeusFilmesInfantis	Barbie em Moda e Magia (2010)	4576436	DISC03
OsMeusFilmesInfantis	Barbie em O quebra nozes	4581056	DISC01
OsMeusFilmesInfantis	Barbie em Vida de Sereia 2	716712	DISC02
OsMeusFilmesInfantis	Barbie e o Castelo de Diamante	750640	DISC01
OsMeusFilmesInfantis	Barbie - Escola de Princesas	716736	DISC03
OsMeusFilmesInfantis	Barbie Fairytopia A Magia Do Arco-Iris	4581896	DISC01
OsMeusFilmesInfantis	Barbie Mariposa e os seus amigos	3452144	DISC01
OsMeusFilmesInfantis	Barbie My Scene - Estrelas de Hollywood	821156	DISC03
OsMeusFilmesInfantis	Barbie Polegarzinha	721276	DISC01
OsMeusFilmesInfantis	Batatoon - Estamos no ar	736864	DISC01
OsMeusFilmesInfantis	Bobs Big Break	227532	DISC01
OsMeusFilmesInfantis	Bratz Fashion Pixiez	699144	DISC01
OsMeusFilmesInfantis	Bratz Rock Angelz	720196	DISC01
OsMeusFilmesInfantis	Buzz Lightyear -  Comando Estelar	1038544	DISC01
OsMeusFilmesInfantis	Capuchinho Vermelho A Verdadeira Historia	723212	DISC01
OsMeusFilmesInfantis	Casa do Mickey Mouse - A Lojinha da Minnie	4411836	DISC03
OsMeusFilmesInfantis	Chicken Little	1338824	DISC01
OsMeusFilmesInfantis	Chip n Dale Here Cames Trouble	3204860	DISC01
OsMeusFilmesInfantis	Chiquititas Karaoke	2888132	DISC01
OsMeusFilmesInfantis	Chovem Almondegas	697160	DISC01
OsMeusFilmesInfantis	Coraline	721960	DISC01
OsMeusFilmesInfantis	Desportos Radicalmente Divertidos	3865756	DISC01
OsMeusFilmesInfantis	Dia de Surf	4542540	DISC01
OsMeusFilmesInfantis	Disneys Handy Manny - A Very Handy Holiday(2010)	4586752	DISC03
OsMeusFilmesInfantis	Docinho de Morango - A Primavera e a Docinho de Morango	2112540	DISC01
OsMeusFilmesInfantis	Docinho de Morango - Aventuras na Ilha Gelado	361524	DISC01
OsMeusFilmesInfantis	Docinho de Morango - Brincar a trocar de roupa	391992	DISC01
OsMeusFilmesInfantis	Docinho de Morango - Festa na praia	2157432	DISC01
OsMeusFilmesInfantis	Docinho de Morango - Os melhores amigos	2019036	DISC01
OsMeusFilmesInfantis	Docinho de Morango - Um dia de surpresas	1828264	DISC01
OsMeusFilmesInfantis	Docinho de Morango - Um Natal bagada especial	1696352	DISC01
OsMeusFilmesInfantis	Donalds Laugh Factory	718572	DISC01
OsMeusFilmesInfantis	Dora a Exploradora	412408	DISC01
OsMeusFilmesInfantis	Dora a Exploradora - Conhece o Diogo	718472	DISC01
OsMeusFilmesInfantis	Dora a Exploradora - Festa Super Tonta	3604280	DISC01
OsMeusFilmesInfantis	Dora a Exploradora - Rimas e Adivinhas	718996	DISC01
OsMeusFilmesInfantis	Dragões de Bolso	856720	DISC01
OsMeusFilmesInfantis	Em Defesa da Terra	690532	DISC01
OsMeusFilmesInfantis	E Nao Viveram Felizes Para Sempre 2	4113696	DISC01
OsMeusFilmesInfantis	Entra Na Onda Vamos Dancar	2602320	DISC01
OsMeusFilmesInfantis	Era uma vez o Corpo Humano	4575836	DISC03
OsMeusFilmesInfantis	Franjinhas e o Carrossel Mágico	720428	DISC01
OsMeusFilmesInfantis	Gang dos Tubarões	717640	DISC01
OsMeusFilmesInfantis	Garfield 2	4564240	DISC01
OsMeusFilmesInfantis	Garfield Gets Real	432916	DISC01
OsMeusFilmesInfantis	G-Force	751820	DISC01
OsMeusFilmesInfantis	Gostam Todos do Donald	829224	DISC03
OsMeusFilmesInfantis	Gostam Todos do Mickey	916720	DISC03
OsMeusFilmesInfantis	Gostam Todos do Pateta	817476	DISC03
OsMeusFilmesInfantis	Hamilton	719420	DISC01
OsMeusFilmesInfantis	Hannah Montana - O Filme	718716	DISC01
OsMeusFilmesInfantis	Hanna Montana - Pop Star	4389952	DISC01
OsMeusFilmesInfantis	Heffalump O Filme	660348	DISC01
OsMeusFilmesInfantis	Heidi - DVD1	1441244	DISC01
OsMeusFilmesInfantis	Heidi - DVD2	1436648	DISC01
OsMeusFilmesInfantis	Heidi - DVD3	1435068	DISC01
OsMeusFilmesInfantis	Heidi - DVD4	1258096	DISC01
OsMeusFilmesInfantis	Hello Hitty - Especial Natal	1414608	DISC01
OsMeusFilmesInfantis	Hello Kitty - A Bela Adormecida	681788	DISC03
OsMeusFilmesInfantis	Hello Kitty - Hansel E Gretel	1825072	DISC03
OsMeusFilmesInfantis	Historias de Vegetais O Filme	718324	DISC01
OsMeusFilmesInfantis	Homem Aranha - A Saga de Venon	1456416	DISC01
OsMeusFilmesInfantis	Homem Aranha - Contra O Doutor Octopus	1163508	DISC01
OsMeusFilmesInfantis	Homem Aranha - O Demolidor Contra o Homem Aranha	1216484	DISC01
OsMeusFilmesInfantis	Homem Aranha - O Derradeiro Confronto de Viloes	1143580	DISC01
OsMeusFilmesInfantis	Homem Aranha - O Regresso do Duende Verde	1138484	DISC01
OsMeusFilmesInfantis	Horton E O Mundo Dos Quem	1388692	DISC01
OsMeusFilmesInfantis	Joka - O Fantasminha Brincalhão	2070256	DISC01
OsMeusFilmesInfantis	João e o Pé de Feijão	715800	DISC01
OsMeusFilmesInfantis	Kim Possible - Ficheiros Secretos	1055908	DISC01
OsMeusFilmesInfantis	Kim Possible - Uma Viagem no Tempo	972068	DISC01
OsMeusFilmesInfantis	Leroy And Stitch	510248	DISC01
OsMeusFilmesInfantis	Lissi no Reino dos Malucos	721308	DISC01
OsMeusFilmesInfantis	Little Einsteins - Aprender É Uma Aventura	725872	DISC01
OsMeusFilmesInfantis	Little Einsteins - Expedição Animal	963992	DISC01
OsMeusFilmesInfantis	Little Einsteins - Missão Conhecer e Festejar	722460	DISC01
OsMeusFilmesInfantis	Macacos no espaço	4448832	DISC01
OsMeusFilmesInfantis	Madagascar	1436772	DISC01
OsMeusFilmesInfantis	Madly Madagascar (2013)	599232	DISC03
OsMeusFilmesInfantis	Mestre Panda Kung Fu	923084	DISC01
OsMeusFilmesInfantis	Mickey, Donald e Pateta - Os Três Mosqueteiros	1003596	DISC01
OsMeusFilmesInfantis	Mickey Mouse Big Splash	7369656	DISC01
OsMeusFilmesInfantis	Mickey Um natal magico	718456	DISC01
OsMeusFilmesInfantis	Monster High Festa de Arrepiar	4576440	DISC01
OsMeusFilmesInfantis	Monsters House	3917000	DISC01
OsMeusFilmesInfantis	Monsters Vs. Aliens	4751292	DISC01
OsMeusFilmesInfantis	Monstros e Companhia	1454520	DISC01
OsMeusFilmesInfantis	Mulan 2	718976	DISC01
OsMeusFilmesInfantis	My Little Ponny - O Passeio da Princesa	1618220	DISC01
OsMeusFilmesInfantis	My Little Pony - A Lenda Da Princesa	790972	DISC01
OsMeusFilmesInfantis	My Little Pony - À procura do arco íris	721032	DISC01
OsMeusFilmesInfantis	My Little Pony Tales- Diário de Bom Bom	865988	DISC01
OsMeusFilmesInfantis	My Scene - Estrelas de Hollywood	4418516	DISC01
OsMeusFilmesInfantis	Na Ilha das cores	2755596	DISC01
OsMeusFilmesInfantis	Nocturna (2007)	717476	DISC01
OsMeusFilmesInfantis	Noddy - Brinca e Aprende	15542068	DISC01
OsMeusFilmesInfantis	Noddy - Learn English	30302440	DISC01
OsMeusFilmesInfantis	O Gang Do Pi	718388	DISC01
OsMeusFilmesInfantis	Olá Kitty	1307524	DISC01
OsMeusFilmesInfantis	O Mundo magico de Winnie The Pooh - Um Belo Dia de Descobertas	4577284	DISC01
OsMeusFilmesInfantis	O Natal Mágico do Mickey	720340	DISC01
OsMeusFilmesInfantis	O Patinho feio e eu	721600	DISC01
OsMeusFilmesInfantis	Open Season 2	720032	DISC01
OsMeusFilmesInfantis	Open Season 3 (2010)	1444852	DISC03
OsMeusFilmesInfantis	Open Season	6941340	DISC01
OsMeusFilmesInfantis	O Príncipe do Egipto	931816	DISC01
OsMeusFilmesInfantis	O rapaz formiga	4568772	DISC01
OsMeusFilmesInfantis	O Rato Dentinho (2006)	718480	DISC01
OsMeusFilmesInfantis	O Resgate do Pinguim	718076	DISC01
OsMeusFilmesInfantis	Os 3 Porquinhos	3321248	DISC01
OsMeusFilmesInfantis	O Segredo da Pequena Sereia	719756	DISC01
OsMeusFilmesInfantis	O Segredo do Imperador	1694592	DISC01
OsMeusFilmesInfantis	Os Incriveis	1811836	DISC01
OsMeusFilmesInfantis	Os Irmaos Koala - Vol.0 - Estamos ca Para Ajudar	947964	DISC01
OsMeusFilmesInfantis	Os Irmaos Koala - Vol.1 - A Casa Nova do Artur	2165212	DISC01
OsMeusFilmesInfantis	Os Irmaos Koala - Vol.2 - O Que Quer a Mitzi	2059592	DISC01
OsMeusFilmesInfantis	Os Teus Contos Clássicos	15333288	DISC01
OsMeusFilmesInfantis	Os tres porquinhos	359620	DISC01
OsMeusFilmesInfantis	Ovelha Choné	2549096	DISC01
OsMeusFilmesInfantis	Ovelha Chone - Dia Das Limpezas	2291324	DISC01
OsMeusFilmesInfantis	O Verão louco do Mickey	2651108	DISC01
OsMeusFilmesInfantis	Panda Kung Fu - Os sebgredos dos cinco furiosos	179568	DISC01
OsMeusFilmesInfantis	Papuça e Dentuça 2	718656	DISC01
OsMeusFilmesInfantis	Pedro Bolinha de algodão está de Volta	612236	DISC01
OsMeusFilmesInfantis	Peter Pan Em a Terra do Nunca	705376	DISC01
OsMeusFilmesInfantis	Pippi das Meias Altas	6202164	DISC01
OsMeusFilmesInfantis	Por Água Abaixo	721516	DISC01
OsMeusFilmesInfantis	Princesas Disney.Contos Encantados.Segue os Teus Sonhos	721824	DISC01
OsMeusFilmesInfantis	Pular a Cerca	4308536	DISC01
OsMeusFilmesInfantis	Ratatoing	230888	DISC01
OsMeusFilmesInfantis	Recreio Conquistar Quinto Ano	387460	DISC01
OsMeusFilmesInfantis	RUCA01 - E Os Seus Amigos	2284348	DISC01
OsMeusFilmesInfantis	RUCA02 - O Explorador	526140	DISC01
OsMeusFilmesInfantis	RUCA03 - Sempre a brincar	794844	DISC01
OsMeusFilmesInfantis	RUCA04 - Quer ser grande	1815376	DISC01
OsMeusFilmesInfantis	RUCA05 - A Magia do Natal	782396	DISC01
OsMeusFilmesInfantis	RUCA06 - É uma festa	794796	DISC01
OsMeusFilmesInfantis	RUCA07 - Puxa pela Imaginação	876752	DISC01
OsMeusFilmesInfantis	RUCA08 - Brinca ao Sr. Doutor	795732	DISC01
OsMeusFilmesInfantis	RUCA09 - Gosta de Ajudar	795316	DISC01
OsMeusFilmesInfantis	RUCA10 - Brinca com as Estrelas	786612	DISC01
OsMeusFilmesInfantis	RUCA11 - Tenta que vais Conseguir	3379392	DISC01
OsMeusFilmesInfantis	RUCA12 - É Amigo dos Animais	738600	DISC01
OsMeusFilmesInfantis	RUCA13 - Novas Descobertas	818092	DISC01
OsMeusFilmesInfantis	RUCA14 - Já Não Tem Medo	820072	DISC01
OsMeusFilmesInfantis	RUCA15 - Feliz Aniversário	892668	DISC01
OsMeusFilmesInfantis	RUCA16 - Sempre A Aprender	840180	DISC01
OsMeusFilmesInfantis	RUCA17 - O Bombeiro	1803280	DISC01
OsMeusFilmesInfantis	RUCA18 - A Banda do Ruca	2002104	DISC01
OsMeusFilmesInfantis	RUCA19 - O Grande Mágico	896416	DISC01
OsMeusFilmesInfantis	RUCA20 - O Cacador de Dinossauros	2013492	DISC01
OsMeusFilmesInfantis	RUCA21 - O Capitão Ruca	896008	DISC01
OsMeusFilmesInfantis	RUCA22 - A surpresa do Ruca	2096900	DISC01
OsMeusFilmesInfantis	Rudolfo a Rena do Nariz Vermelho - O Filme	932056	DISC03
OsMeusFilmesInfantis	Scooby Doo - Luzes! Camara! Caos! (2002)	1436724	DISC01
OsMeusFilmesInfantis	Shrek 2	718724	DISC01
OsMeusFilmesInfantis	Shrek	719356	DISC01
OsMeusFilmesInfantis	Shrek Especial de Natal	706872	DISC01
OsMeusFilmesInfantis	Shrek II	1450788	DISC01
OsMeusFilmesInfantis	Shrekless Scared (2010)	288888	DISC01
OsMeusFilmesInfantis	Shrek O Terceiro	716772	DISC01
OsMeusFilmesInfantis	Sininho	727016	DISC01
OsMeusFilmesInfantis	Sininho Salva as Fadas	4577876	DISC01
OsMeusFilmesInfantis	Snow Buddies	819768	DISC01
OsMeusFilmesInfantis	Spirit - Espírito Selvagem	717704	DISC01
OsMeusFilmesInfantis	Star Wars The Clone Wars	711256	DISC01
OsMeusFilmesInfantis	Stuart Little 3	715680	DISC01
OsMeusFilmesInfantis	Surfs up	7506748	DISC01
OsMeusFilmesInfantis	Tarzan 2	4581080	DISC01
OsMeusFilmesInfantis	Teletubbies - Maos Pes E Joelhos Sujos	399628	DISC01
OsMeusFilmesInfantis	Teletubbies - Partida Largada fugida	359604	DISC01
OsMeusFilmesInfantis	Telmo e Tula	1720088	DISC01
OsMeusFilmesInfantis	The Little Mermaid II - Return to the Sea	718204	DISC01
OsMeusFilmesInfantis	Tinker Bell Secret of the Wings (2012)	1180476	DISC01
OsMeusFilmesInfantis	Tom And Jerry - The Fast And The Furry	720076	DISC01
OsMeusFilmesInfantis	Tom e Jerry - velocidade peluda	3613488	DISC01
OsMeusFilmesInfantis	Toy Story 3 (2010)	2242900	DISC04
OsMeusFilmesInfantis	Toy Story	6524796	DISC01
OsMeusFilmesInfantis	Trollz Melhores Amigas Para Sempre	737156	DISC01
OsMeusFilmesInfantis	Tweenies Uma Nova Amiga	718932	DISC01
OsMeusFilmesInfantis	Uma vida de insecto	5246564	DISC01
OsMeusFilmesInfantis	Um conto de Natal 	1515500	DISC01
OsMeusFilmesInfantis	Up Altamente (2009)	703692	DISC01
OsMeusFilmesInfantis	Valiant	718240	DISC01
OsMeusFilmesInfantis	Wall-e	8084268	DISC01
OsMeusFilmesInfantis	Winnie The Pooh - A Valentine For You	179676	DISC01
OsMeusFilmesInfantis	Winx	15627812	DISC01
OsMeusFilmesInfantis	Winx O segredo do Reino Perdido	723324	DISC01
OsMeusFilmes	I Now Pronounce You Chuck & Larry (2007)	764240	DISC02
OsMeusFilmes	Inside Deep Throat (2005)	727052	DISC01
OsMeusFilmes	Inside Job (2010)	1562800	DISC04
OsMeusFilmes	Intern Academy (2004)	726452	DISC02
OsMeusFilmes	Interview (2008)	724180	DISC03
OsMeusFilmes	In the Line of Fire (1993)	730928	DISC01
OsMeusFilmes	In the Name of the King A Dungeon Siege Tale (2008)	1450132	DISC01
OsMeusFilmes	Into Temptation (2009)	727088	DISC01
OsMeusFilmes	Into the Blue (2005)	732752	DISC01
OsMeusFilmes	Into the Blue 2 The Reef (2009)	720268	DISC01
OsMeusFilmes	Invincible (2001)	4172564	DISC01
OsMeusFilmes	Iron Man (2008)	1461976	DISC03
OsMeusFilmes	Iron Man 2 (2010)	1492916	DISC04
OsMeusFilmes	Isidoro, la película (2007)	718788	DISC02
OsMeusFilmes	Isolation (2006)	1598928	DISC02
OsMeusFilmes	I Spit on Your Grave Unrated (2011)	1445856	DISC03
OsMeusFilmes	I Think I Love My Wife (2007)	738500	DISC01
OsMeusFilmes	It`s Complicated (2010)	1452116	DISC03
OsMeusFilmes	I Want Candy (2007)	740644	DISC02
OsMeusFilmes	Jack Irish Bad Debts (2012)	1447964	DISC03
OsMeusFilmes	Jack Irish Black Tide (2012)	725480	DISC03
OsMeusFilmes	Jaime (1999)	737460	DISC02
OsMeusFilmes	Jane Eyre (2007)	2681532	DISC01
OsMeusFilmes	Jennifer`s Body (2009)	740076	DISC03
OsMeusFilmes	Jesse Stone No Remorse (2010)	719056	DISC03
OsMeusFilmes	Jesse Stone Stone Cold (2005)	1250036	DISC02
OsMeusFilmes	John Tucker Must Die (2006)	736100	DISC02
OsMeusFilmes	Joyeux Noel (2005)	727456	DISC02
OsMeusFilmes	Julgamento (2007)	5453432	DISC01
OsMeusFilmes	Julie & Julia (2009)	1458256	DISC03
OsMeusFilmes	Jumper (2008)	2182516	DISC01
OsMeusFilmes	Jump In! (2008)	1439600	DISC02
OsMeusFilmes	Justice League The New Frontier (2008)	728540	DISC03
OsMeusFilmes	Just Like Heaven (2005)	853760	DISC02
OsMeusFilmes	Just My Luck (2006)	742056	DISC02
OsMeusFilmes	Just Wright (2010)	732544	DISC03
OsMeusFilmes	Kaboom (2011)	752336	DISC01
OsMeusFilmes	Kangaroo Jack (2003)	936544	DISC01
OsMeusFilmes	Kaw (2007)	720788	DISC03
OsMeusFilmes	Keep Your Distance (2005)	723604	DISC02
OsMeusFilmes	Ken Park (2003)	702828	DISC01
OsMeusFilmes	Killers (2010)	735392	DISC03
OsMeusFilmes	Killer Wave (2007)	1441560	DISC04
OsMeusFilmes	Killshot (2009)	733608	DISC01
OsMeusFilmes	King Arthur (2004)	3424372	DISC01
OsMeusFilmes	King of New York (1990)	1168720	DISC01
OsMeusFilmes	Kinky Sex Club (2004)	718220	DISC02
OsMeusFilmes	Knight and Day (2010)	1477796	DISC01
OsMeusFilmes	Knocked Up (2007)	735108	DISC02
OsMeusFilmes	Knowing (2009)	1462228	DISC02
OsMeusFilmes	Krrish (2006)	720924	DISC03
OsMeusFilmes	La Femme Nikita (1990)	3381564	DISC01
OsMeusFilmes	Last Chance Harvey (2009)	729652	DISC01
OsMeusFilmes	Last Holiday (2006)	727964	DISC02
OsMeusFilmes	La teta i la lluna (1995)	722608	DISC06
OsMeusFilmes	La Vie en Rose (2007)	732060	DISC02
OsMeusFilmes	Leatherheads (2008)	753588	DISC01
OsMeusFilmes	Left Behind World at War (2005)	721676	DISC02
OsMeusFilmes	Legally Blondes (2009)	727588	DISC01
OsMeusFilmes	Legendary (2010)	1452832	DISC02
OsMeusFilmes	Les Misérables (1998)	727972	DISC03
OsMeusFilmes	Letters to God (2010)	1448888	DISC04
OsMeusFilmes	Letters to Juliet (2010)	773812	DISC02
OsMeusFilmes	Let the Right One In (2009)	777404	DISC01
OsMeusFilmes	Liar Liar (1997)	781676	DISC02
OsMeusFilmes	Licence to Kill (1989)	1448508	DISC01
OsMeusFilmes	License to Wed (2007)	729480	DISC02
OsMeusFilmes	Lies & Illusions (2009)	721796	DISC04
OsMeusFilmes	Life as We Know It (2010)	743836	DISC03
OsMeusFilmes	Like Crazy (2012)	774284	DISC02
OsMeusFilmes	Like Mike (2002)	598100	DISC03
OsMeusFilmes	Linewatch (2008)	2814160	DISC01
OsMeusFilmes	Little Black Book (2005)	727132	DISC03
OsMeusFilmes	Little Children (2007)	835804	DISC03
OsMeusFilmes	Little Fish (2005)	722460	DISC02
OsMeusFilmes	Little Man (2006)	725360	DISC02
OsMeusFilmes	Little Miss Sunshine (2006)	727980	DISC04
OsMeusFilmes	Live and Let Die (1973)	1452208	DISC01
OsMeusFilmes	Living Death (2006)	722916	DISC02
OsMeusFilmes	Lonely Hearts (2007)	1442996	DISC03
OsMeusFilmes	Looking for Jackie (2009)	722188	DISC04
OsMeusFilmes	Loosies (2012)	780320	DISC01
OsMeusFilmes	Lost City Raiders (2008)	3856824	DISC01
OsMeusFilmes	Love Happens (2009)	1443676	DISC03
OsMeusFilmes	Love Hurts (2009)	724164	DISC01
OsMeusFilmes	Love Stories Only Last 90 minutes (2010)	716844	DISC03
OsMeusFilmes	Lower Learning (2008)	737416	DISC01
OsMeusFilmes	Lucky 7 (2003)	807020	DISC02
OsMeusFilmes	Lucky Number Slevin (2006)	732140	DISC03
OsMeusFilmes	Lymelife (2009)	3849888	DISC01
OsMeusFilmes	MacGruber (2010)	734320	DISC04
OsMeusFilmes	Made of Honor (2008)	523776	DISC01
OsMeusFilmes	Magicians (2007)	735912	DISC02
OsMeusFilmes	Make It Happen (2008)	727668	DISC01
OsMeusFilmes	Management (2010)	734492	DISC03
OsMeusFilmes	Maria Papoila (1937)	1433856	DISC04
OsMeusFilmes	Marley & Me (2009)	1464364	DISC02
OsMeusFilmes	Marmaduke (2010)	743200	DISC04
OsMeusFilmes	Masked and Anonymous (2003)	724268	DISC01
OsMeusFilmes	Max Payne (2008)	733196	DISC01
OsMeusFilmes	Memoirs of a Geisha (2006)	849804	DISC01
OsMeusFilmes	Messages Deleted (2009)	723804	DISC02
OsMeusFilmes	Metal A Headbanger`s Journey (2006)	727928	DISC01
OsMeusFilmes	Meu Tio Matou um Cara (2004)	721040	DISC02
OsMeusFilmes	Miami Vice (2006)	1455792	DISC03
OsMeusFilmes	Michel Vaillant (2003)	720836	DISC01
OsMeusFilmes	Milk (2009)	1456288	DISC01
OsMeusFilmes	Mini`s First Time (2007)	3498700	DISC01
OsMeusFilmes	Minotaur (2006)	726532	DISC02
OsMeusFilmes	Miracle at St. Anna (2009)	946516	DISC02
OsMeusFilmes	Monamour (2006)	721728	DISC06
